"Date","Plot_Number","Rice_Cultivar","Experiment_Name","Bay_Length","Nitrogen_Rate","Replicate","Yield","Heading_25","Heading_50","Heading_100","Percent_Stand","Percent_Lodge","Final_Lodge","SPAD","Leaf1_Temp","Leaf2_Temp","Thermal","NDWI","EVI","NAVI","GNDVI","Cigreen","RENDVI","TGI","SAVI","CI_RedEdge","BI","SCI","GLI","NGRDI","SI","VARI","HUE","BGI","PSRI","RVI","TVI","CVI","NDVI","DVI","NRCT","Vegetation_Fraction","contrast_0","contrast_45","contrast_90","contrast_135","dissimilarity_0","dissimilarity_45","dissimilarity_90","dissimilarity_135","homogeneity_0","homogeneity_45","homogeneity_90","homogeneity_135","ASM_0","ASM_45","ASM_90","ASM_135","energy_0","energy_45","energy_90","energy_135","correlation_0","correlation_45","correlation_90","correlation_135"
2021-06-14,33771,"IAC600","Tiara","16' 3""""",75,2,6.240379656,NA,63,65,100,NA,0,NA,NA,NA,37.6271782,-0.3637026,0.2225281,0.4206341,0.3637026,1.14535,0.1415517,3.1198587,0.1236695,0.3301389,0.1959637,0.1070358,0.0423865,-0.1070358,0.3496002,-0.1460676,0.0010445,0.5977864,0.1492808,1.7322884,8.8227091,2.6590731,0.2669427,0.1056019,0.606130617,0.030232558,25.56428571,188.5502646,164.1550388,179.4153439,3.992857143,11.5026455,10.85788114,11.3994709,0.215764851,0.076459038,0.071538872,0.059680415,0.003001701,0.002208085,0.002116593,0.002208085,0.054787779,0.046990264,0.046006444,0.046990264,0.904369296,0.320579992,0.401875232,0.353344506
2021-06-14,33772,"Scarlett","Tiara","9' 9""""",75,2,11.62041285,73,75,78,100,NA,0,NA,NA,NA,37.9997177,-0.4181741,0.2804308,0.5075868,0.4181741,1.4528228,0.1807618,3.2139056,0.1509291,0.4442768,0.1676361,0.0866789,0.0628492,-0.0866789,0.3497798,-0.1177576,0.0006781,0.5742306,0.1144898,2.0743365,11.4559259,2.9099796,0.3430957,0.1287744,0.641870688,0.736434109,27.55555556,157.639881,137.4186047,162.0238095,4.195767196,10.44940476,9.843023256,10.48809524,0.203962537,0.070220396,0.081686283,0.089076838,0.002421545,0.00205056,0.001935168,0.002032844,0.049209194,0.045283107,0.043990541,0.045087076,0.931416543,0.612692582,0.65750744,0.601804755
2021-06-14,33773,"Tiara","Tiara","9' 9""""",75,2,6.636139027,NA,68,70,100,NA,0,NA,NA,NA,37.4805679,-0.3856147,0.2334937,0.4447061,0.3856147,1.2602675,0.1495891,2.909555,0.1292021,0.3524776,0.1826142,0.110746,0.0418228,-0.110746,0.3582585,-0.1502792,0.0009537,0.5905918,0.1500134,1.812505,9.2298546,2.8216889,0.2869528,0.1081561,0.59206552,0.360465116,24,169.3280423,155.5400517,177.4312169,3.719047619,10.64550265,10.31007752,10.96031746,0.254420796,0.080355905,0.075438934,0.078276877,0.002956349,0.002089107,0.002019777,0.002005123,0.05437232,0.045706753,0.044941931,0.0447786,0.916706593,0.401260442,0.449099338,0.371432869
2021-06-14,33774,"Sierra","Tiara","16' 3""""",75,2,8.356831947,78,80,84,100,NA,0,NA,NA,NA,37.227478,-0.3320189,0.1909158,0.3665549,0.3320189,0.9989718,0.1217834,2.9885094,0.1071729,0.278069,0.2155724,0.1152246,0.0317843,-0.1152246,0.343338,-0.158456,0.0013386,0.6164178,0.167256,1.5872409,7.1660891,2.5193741,0.2253958,0.0929747,0.567784822,0,18.58571429,82.55820106,65.09560724,76.98148148,3.40952381,7.404761905,6.640826873,7.097883598,0.246072643,0.110337339,0.122755047,0.145390382,0.002936508,0.002253576,0.002427071,0.002365555,0.054189556,0.047471848,0.049265313,0.048636974,0.941554314,0.736209953,0.790962763,0.753264181
2021-06-14,33775,"Tiara","Tiara","16' 3""""",75,2,6.294868265,NA,68,70,99,NA,0,NA,NA,NA,37.1703339,-0.3308119,0.1845396,0.3581304,0.3308119,0.9916589,0.1166672,2.8352845,0.1040997,0.2645166,0.2154807,0.1208144,0.0271704,-0.1208144,0.3461642,-0.1660278,0.0013886,0.6194078,0.1750222,1.5630585,6.7946596,2.5398326,0.2187188,0.0889784,0.562302549,0,34.71957672,148.2589286,123.505814,145.2232143,4.666666667,9.544642857,8.831395349,9.8125,0.201568998,0.10727278,0.103953545,0.091677555,0.002596512,0.002241001,0.002074601,0.002094848,0.05095598,0.047339208,0.04554779,0.045769513,0.892389501,0.542640724,0.61773195,0.551353362
2021-06-14,33776,"Scarlett","Tiara","9' 9""""",75,2,11.21318219,74,76,79,100,NA,0,NA,NA,NA,37.7974854,-0.3801904,0.2339197,0.4446013,0.3801904,1.2295915,0.1512105,3.0930839,0.1292772,0.3568245,0.1834809,0.1046736,0.0472068,-0.1046736,0.3562485,-0.1420333,0.0009147,0.5861545,0.1432094,1.8102486,9.3280315,2.7497261,0.2867033,0.1093416,0.62246946,0.258397933,45.03703704,233.9047619,200.1395349,232.6279762,5.206349206,13.16071429,12.13953488,12.99702381,0.181673758,0.057150717,0.06554422,0.059246125,0.002337561,0.002081562,0.001884465,0.00209042,0.048348325,0.045624136,0.04341042,0.045721106,0.852990301,0.256949377,0.360800636,0.253413429
2021-06-14,33777,"Tiara","Tiara","9' 9""""",75,3,6.613196455,NA,68,70,100,NA,0,NA,NA,NA,36.5897713,-0.3477442,0.2042465,0.3948587,0.3477442,1.0701345,0.1271908,2.9906149,0.1133879,0.2920351,0.1991696,0.1104637,0.0376765,-0.1104637,0.3462795,-0.1513192,0.0011019,0.6065355,0.1556334,1.6593471,7.8132262,2.5858629,0.2467093,0.0935394,0.506605555,0.027777778,30.50387597,151.0901163,120.4176136,131.8081395,4.276485788,9.956395349,9.105113636,9.534883721,0.210390201,0.094335394,0.098589401,0.079518574,0.002720857,0.002188683,0.002094363,0.002154881,0.052161833,0.046783363,0.045764215,0.046420696,0.892567583,0.452053627,0.56269417,0.521374907
2021-06-14,33778,"Sierra","Tiara","16' 3""""",75,3,7.10932958,78,80,84,99,NA,0,NA,NA,NA,36.8871346,-0.3244321,0.1789998,0.3511766,0.3244321,0.9638937,0.1158877,2.842288,0.100499,0.2627212,0.2140706,0.118671,0.0286422,-0.118671,0.3442895,-0.163306,0.0013595,0.6195158,0.1739763,1.549087,6.4722133,2.4924307,0.2139095,0.0865658,0.535133533,0,26.60981912,92.22383721,71.70454545,94.20930233,4.11369509,7.787790698,6.852272727,8.058139535,0.205749651,0.111152055,0.134912661,0.100679078,0.003011304,0.002433748,0.002300168,0.002383045,0.05487535,0.049333031,0.047960065,0.048816441,0.909793599,0.688223237,0.761868769,0.683691408
2021-06-14,33779,"IAC600","Tiara","16' 3""""",75,3,6.30347173,NA,63,66,100,NA,0,NA,NA,NA,37.3497047,-0.3645488,0.2230393,0.4272743,0.3645488,1.1501931,0.1420275,3.295063,0.1239863,0.3315256,0.1902475,0.1021946,0.0496286,-0.1021946,0.3560426,-0.1386494,0.0009527,0.5836368,0.1416198,1.7534406,8.9026155,2.640192,0.2723663,0.1037092,0.579510931,0.06744186,28.63333333,181.952381,157.7700258,176.4074074,4.223809524,11.12169312,10.42635659,11.06349206,0.206401435,0.064817161,0.091116978,0.066728744,0.002698413,0.001928138,0.001942992,0.002033118,0.051946248,0.043910563,0.044079385,0.045090107,0.900830341,0.370619059,0.452713216,0.390988058
2021-06-14,33780,"Sierra","Tiara","9' 9""""",75,3,10.35570356,77,79,83,99,NA,0,NA,NA,NA,37.1458397,-0.3431631,0.1947401,0.3783052,0.3431631,1.0485787,0.1251921,2.9279692,0.1097777,0.286907,0.2065403,0.1182379,0.0325186,-0.1182379,0.3535734,-0.1614343,0.0012784,0.6060562,0.169329,1.6177027,7.3505683,2.5970473,0.2343098,0.0938782,0.559952691,0,23.75925926,107.0892857,88.46511628,104.2053571,3.833333333,8.482142857,7.703488372,8.157738095,0.222877802,0.103026059,0.131195979,0.128223482,0.003142409,0.002316291,0.002568956,0.002555449,0.056057196,0.048127862,0.050684871,0.050551452,0.904656424,0.541135662,0.621826387,0.550259139
2021-06-14,33781,"Tiara","Tiara","9' 9""""",75,3,6.168684118,NA,68,71,99,NA,0,NA,NA,NA,36.7781487,-0.3694807,0.2066309,0.4083882,0.3694807,1.1763172,0.1354102,2.6934264,0.1159086,0.3139347,0.1868115,0.1233908,0.0321785,-0.1233908,0.3669529,-0.1668628,0.0011006,0.5939221,0.1709478,1.7010826,7.8347526,2.7884562,0.2576662,0.0967067,0.524677759,0.162790698,35.66666667,162.5892857,139.3343023,168.327381,4.687830688,10.5297619,9.938953488,10.88095238,0.200201892,0.080104916,0.067472848,0.081889703,0.002600011,0.002187854,0.002133755,0.002077133,0.050990305,0.046774505,0.046192583,0.045575574,0.883465305,0.480080234,0.555673283,0.461915966
2021-06-14,33782,"Scarlett","Tiara","16' 3""""",75,3,11.0812624,74,76,78,100,NA,0,NA,NA,NA,37.3024368,-0.3725888,0.2140918,0.4184488,0.3725888,1.1957611,0.1441927,2.7985489,0.1193312,0.3387463,0.1853938,0.1173267,0.0372223,-0.1173267,0.363958,-0.1588471,0.001056,0.5909204,0.1637435,1.740539,8.2023354,2.7758527,0.266566,0.1023264,0.574975885,0.295348837,36.4547619,169.6455026,151.9586563,181.1931217,4.573809524,10.50793651,10.16020672,10.5952381,0.209390792,0.087287181,0.08126154,0.103094211,0.002837302,0.002029618,0.002143301,0.002050614,0.053266327,0.045051287,0.046295796,0.045283711,0.901891914,0.526659534,0.570525896,0.494659642
2021-06-14,33783,"IAC600","Tiara","16' 3""""",75,3,5.334148051,NA,64,67,100,NA,0,NA,NA,NA,37.2874527,-0.3557467,0.2026816,0.3989003,0.3557467,1.1076081,0.1316688,2.9230094,0.1136255,0.3038286,0.1935967,0.1161994,0.0368001,-0.1161994,0.3595654,-0.1577557,0.0011103,0.5952765,0.1632459,1.6701931,7.7310343,2.6616774,0.2498068,0.0951651,0.573538628,0.035353535,33.47286822,161.8313953,134.9375,156.3110465,4.42377261,10.0755814,9.625,10.2122093,0.213634483,0.109627558,0.084487881,0.079184754,0.002994612,0.002235161,0.002360699,0.00230699,0.054723045,0.047277488,0.048587021,0.048031138,0.898536465,0.512961165,0.594119318,0.531744056
2021-06-14,33784,"Scarlett","Tiara","9' 9""""",75,3,10.73999164,74,76,79,100,NA,0,NA,NA,NA,37.275528,-0.4021498,0.2595299,0.4830187,0.4021498,1.3495882,0.1662098,3.2305171,0.1418419,0.3993805,0.1729152,0.0948634,0.0572771,-0.0948634,0.3567979,-0.1283726,0.0007407,0.5741721,0.1256349,1.9454176,10.590106,2.8419871,0.3192609,0.1190483,0.572394373,0.761363636,42.20697674,254.126615,222.8383838,251.1757106,5.165116279,13.43927649,13.03535354,13.41343669,0.165881635,0.072727244,0.056103504,0.065290149,0.002320173,0.001936315,0.001887562,0.001876223,0.048168175,0.044003582,0.043446087,0.043315387,0.870184954,0.169753956,0.269916209,0.182140102
2021-06-14,33785,"Tiara","Tiara","29' 3""""",150,1,7.115065223,72,73,75,99,NA,0,NA,NA,NA,38.5276031,-0.3564238,0.2144553,0.4014154,0.3564238,1.1161243,0.1351493,2.6179976,0.1173083,0.3140573,0.2020501,0.1137754,0.0288401,-0.1137754,0.3315095,-0.1580078,0.0011602,0.6312445,0.1606569,1.6872251,8.1035957,2.6562908,0.2527734,0.1006681,0.692514229,0.162790698,25.24074074,60.57142857,39.83430233,60.16071429,4.029100529,6.244047619,5.026162791,6.297619048,0.199738474,0.142706146,0.188105906,0.140903238,0.002743484,0.002520018,0.002763318,0.002559878,0.05237828,0.050199785,0.052567271,0.050595238,0.92434176,0.820623406,0.882344318,0.822402226
2021-06-14,33786,"IAC600","Tiara","35' 9""""",150,1,6.274793514,NA,65,67,100,NA,0,NA,NA,NA,38.9722176,-0.3830603,0.2440047,0.4506329,0.3830603,1.2457502,0.1543431,2.9590378,0.1330311,0.3658405,0.1856079,0.1023589,0.0438846,-0.1023589,0.3409259,-0.1405113,0.0008956,0.6039808,0.1396766,1.8323461,9.7241602,2.755666,0.2919085,0.113354,0.735168926,0.452020202,43.82170543,199.4156977,176.4772727,216.877907,5.186046512,11.84593023,11.19886364,12.30813953,0.178100706,0.069380558,0.06606758,0.057211068,0.002376994,0.002053475,0.002102434,0.002023898,0.048754424,0.045315283,0.045852308,0.044987754,0.875238204,0.41882967,0.481221078,0.370845779
2021-06-14,33787,"Sierra","Tiara","35' 9""""",150,1,8.084388902,84,86,88,100,NA,0,NA,NA,NA,37.9349937,-0.3331119,0.1909197,0.3635011,0.3331119,1.0054666,0.1226019,2.613589,0.1056457,0.2804523,0.2158392,0.1186091,0.0237774,-0.1186091,0.3310442,-0.1650303,0.0013621,0.6380408,0.1726751,1.5816609,6.95087,2.5441372,0.2233327,0.0927574,0.635661367,0.027906977,25.54047619,67.17195767,42.82945736,58.89153439,3.85,6.653439153,5.387596899,6.187830688,0.240650397,0.130094797,0.153884203,0.131295792,0.002661565,0.002043616,0.00240704,0.002012122,0.051590354,0.045206369,0.049061596,0.04485668,0.938575562,0.839412017,0.898060762,0.859449538
2021-06-14,33788,"IAC600","Tiara","29' 3""""",150,1,6.363695982,NA,66,69,100,NA,0,NA,NA,NA,37.8841095,-0.3419663,0.2057696,0.3848161,0.3419663,1.0425111,0.1292638,2.8037627,0.1133722,0.297565,0.2104743,0.1118106,0.0303124,-0.1118106,0.3301528,-0.1553686,0.0012166,0.6307009,0.1607358,1.6340635,7.8121591,2.5555217,0.2391648,0.0985868,0.630779663,0.033591731,31.4047619,109.3839286,78.91569767,98.97619048,4.452380952,8.580357143,7.340116279,7.952380952,0.190170164,0.090640602,0.100293312,0.123337156,0.003089919,0.002387153,0.002573181,0.002462443,0.055587041,0.048858497,0.050726536,0.049623012,0.858744099,0.510304876,0.651253329,0.557815203
2021-06-14,33789,"Scarlett","Tiara","29' 3""""",150,1,11.50569999,82,84,86,100,NA,0,NA,NA,NA,37.375473,-0.3946928,0.2664874,0.4759147,0.3946928,1.3236502,0.1724179,3.0697899,0.1426521,0.4199646,0.1847715,0.0910253,0.0506153,-0.0910253,0.3285202,-0.125923,0.0008064,0.6075118,0.1238886,1.9405205,10.7540712,2.7853417,0.314841,0.1262842,0.581982966,0.589147287,27.93915344,92.6577381,77.55813953,104.5654762,3.738095238,8.020833333,7.302325581,8.458333333,0.277347691,0.105780829,0.115716962,0.081908846,0.003436354,0.00239601,0.002399946,0.002289718,0.058620423,0.04894906,0.048989243,0.047850998,0.940329396,0.797714281,0.829270813,0.773201654
2021-06-14,33790,"Scarlett","Tiara","35' 9""""",150,1,11.44834356,81,83,84,99,NA,0,NA,NA,NA,37.3605995,-0.3585897,0.2265663,0.413694,0.3585897,1.1236539,0.144787,2.8999257,0.123907,0.3397851,0.2048878,0.1063086,0.0353178,-0.1063086,0.3287523,-0.1476229,0.0011066,0.6257956,0.1511087,1.7187368,8.8833313,2.6276157,0.2620943,0.1106111,0.58055611,0.187179487,41.33333333,156.6220238,120.4854651,147.6339286,5.08994709,10.19940476,8.99127907,10.1577381,0.178581431,0.085804691,0.100413219,0.073832682,0.002407547,0.002028416,0.002087277,0.002161281,0.049066765,0.045037934,0.045686726,0.046489581,0.868861265,0.501583864,0.61978056,0.529896993
2021-06-14,33791,"Sierra","Tiara","35' 9""""",150,1,8.758326962,83,85,88,90,NA,0,NA,NA,NA,37.7228889,-0.3184404,0.1794347,0.3424202,0.3184404,0.9391896,0.1128621,2.7838309,0.1004857,0.2552843,0.2262148,0.1188528,0.0242038,-0.1188528,0.3328503,-0.1651157,0.0014852,0.6357743,0.1751876,1.5279341,6.4777408,2.4625461,0.2074695,0.0877955,0.615312762,0,31.85714286,110.968254,68.04392765,76.58465608,4.371428571,8.301587302,6.514211886,6.865079365,0.201052609,0.118831624,0.125890988,0.162915323,0.002488662,0.00191414,0.002246793,0.002078609,0.049886492,0.043750887,0.047400352,0.045591767,0.922738996,0.722878889,0.830336146,0.808251287
2021-06-14,33792,"Tiara","Tiara","29' 3""""",150,1,6.854093464,71,73,74,100,NA,0,NA,NA,NA,37.7731285,-0.3890325,0.2471893,0.4536356,0.3890325,1.2850345,0.1565167,2.8430216,0.1346468,0.3729749,0.185672,0.1052053,0.0412097,-0.1052053,0.341563,-0.1445895,0.0009329,0.6069624,0.1431731,1.8560746,9.8178816,2.8178365,0.2956038,0.1153031,0.620132549,0.567088608,29.65343915,160.8571429,139.877907,159.2827381,4.399470899,10.55952381,10.00581395,10.27083333,0.192658839,0.081012118,0.062265265,0.095372907,0.002778478,0.002209999,0.002133755,0.002245429,0.052711267,0.047010622,0.046192583,0.047385962,0.911490625,0.499160023,0.569655316,0.504641367
2021-06-14,33793,"Scarlett","Tiara","29' 3""""",150,2,12.30869002,79,81,83,100,NA,0,NA,NA,NA,38.7250137,-0.4234828,0.2821462,0.5136097,0.4234828,1.4796348,0.1842911,3.1292098,0.1516839,0.4537674,0.163198,0.0883061,0.0618189,-0.0883061,0.3513415,-0.119901,0.0006368,0.574086,0.1155015,2.0859056,11.5002308,2.9541073,0.3476102,0.129676,0.711453373,0.821705426,28.36243386,158.3809524,134.6046512,155.389881,4.066137566,10.82738095,10.05813953,10.77678571,0.215402512,0.057256628,0.070956775,0.073397784,0.003075922,0.002218856,0.002243611,0.002307433,0.055460993,0.047104737,0.047366775,0.048035751,0.893153835,0.419347761,0.508731452,0.432315907
2021-06-14,33794,"Tiara","Tiara","35' 9""""",150,2,7.642744386,69,70,72,100,NA,0,NA,NA,NA,38.6325188,-0.3728854,0.2192098,0.4176383,0.3728854,1.1976744,0.1413212,2.6657407,0.1217587,0.3302595,0.19306,0.1189042,0.0312923,-0.1189042,0.3520792,-0.1626201,0.0011351,0.6090285,0.16487,1.734367,8.4246874,2.7877011,0.2655984,0.1040145,0.702579396,0.310077519,19.15343915,106.5416667,87.92732558,98.73214286,3.518518519,8.613095238,7.921511628,8.136904762,0.217844732,0.096674792,0.120926876,0.115631435,0.002900955,0.00220557,0.002497127,0.002263145,0.053860511,0.046963494,0.04997126,0.047572522,0.938403762,0.648133348,0.70696712,0.674131053
2021-06-14,33795,"IAC600","Tiara","35' 9""""",150,2,6.871300393,NA,65,67,100,NA,0,NA,NA,NA,37.6125259,-0.3624216,0.2137371,0.4129989,0.3624216,1.1446257,0.1399448,2.9169545,0.1183351,0.3267364,0.1918878,0.111004,0.0390995,-0.111004,0.3515988,-0.1515065,0.001056,0.6000694,0.1557066,1.7193426,8.217907,2.6786208,0.2618103,0.1006716,0.604724944,0.121287129,12.05426357,64.02325581,57.85227273,68.34593023,2.689922481,6.895348837,6.443181818,6.723837209,0.302090786,0.100931693,0.11905243,0.140423691,0.004019523,0.00278867,0.002679494,0.002691489,0.063399711,0.052807855,0.051763827,0.051879559,0.956826327,0.765025442,0.795577048,0.746327671
2021-06-14,33796,"Sierra","Tiara","29' 3""""",150,2,8.540372525,83,85,88,90,NA,0,NA,NA,NA,37.459259,-0.3213524,0.1793143,0.3455105,0.3213524,0.950811,0.1156103,2.7836084,0.1005416,0.2621035,0.2208519,0.1193096,0.0255496,-0.1193096,0.337746,-0.1651708,0.0014341,0.6296542,0.1763201,1.5374441,6.4766374,2.4782443,0.2099663,0.0885403,0.590021119,0.005128205,30.28042328,91.16369048,64.36337209,86.02380952,4.095238095,7.389880952,6.212209302,7.267857143,0.237627848,0.147558018,0.16655662,0.130275609,0.003100417,0.002604167,0.002822472,0.002497874,0.055681389,0.051031036,0.053126939,0.049978737,0.893211209,0.670024972,0.764329813,0.68810314
