"Date","DOY","Plot_Number","Rice_Cultivar","Experiment_Name","Bay_Length","Nitrogen_Rate","Replicate","Yield","Heading_50","Heading_100","Percent_Stand","Final_Lodge","SPAD","Leaf1_Temp","Leaf2_Temp","Measurement_Stage","Thermal","NDWI","EVI","NAVI","GNDVI","Cigreen","RENDVI","TGI","SAVI","CI_RedEdge","BI","SCI","GLI","NGRDI","SI","VARI","HUE","BGI","PSRI","RVI","TVI","CVI","NDVI","DVI","BNDVI","LCI","LAI","NRCT","contrast_0","contrast_45","contrast_90","contrast_135","dissimilarity_0","dissimilarity_45","dissimilarity_90","dissimilarity_135","homogeneity_0","homogeneity_45","homogeneity_90","homogeneity_135","ASM_0","ASM_45","ASM_90","ASM_135","energy_0","energy_45","energy_90","energy_135","correlation_0","correlation_45","correlation_90","correlation_135"
2022-05-27,147,31830,"Bombilla","Mini_Core","22'9""""",130,1,NA,74,76,NA,60,NA,NA,NA,"",21.6008358,-0.3948074,0.2333373,0.5405069,0.3948074,1.3076723,0.1300697,2.8609815,0.2406966,0.2994703,0.1017976,0.0275003,0.1103452,-0.0275003,0.318866,-0.0374983,7.37e-05,0.5459813,0.0325854,2.187885,8.2272635,2.4390769,0.3710593,0.0602065,0.6167811,0.1579062,0.7262142,0.357911694,16.75831486,27.18780488,13.25,27.96829268,3.215077605,4.148780488,2.816666667,4.129268293,0.26409787,0.197193967,0.292618472,0.227470948,0.00300146,0.002721594,0.003358844,0.002882213,0.054785584,0.052168902,0.057955531,0.053686246,0.959907069,0.93430368,0.967782796,0.932350872
2022-05-27,147,31831,"Jefferson","Mini_Core","16'3""""",130,1,6.503932455,77,79,NA,0,NA,NA,NA,"",21.7951946,-0.4114775,0.2299718,0.5473234,0.4114775,1.4024463,0.1421301,2.4918869,0.2387259,0.3319351,0.0956366,0.0403088,0.0993097,-0.0403088,0.323175,-0.0549615,9.5e-05,0.5547122,0.0470154,2.2181098,7.9063601,2.6044583,0.3773028,0.0625837,0.6241563,0.1714367,0.7140381,0.365560729,13.67627494,18.1902439,10.35714286,25.07317073,2.904656319,3.463414634,2.604761905,3.907317073,0.2754023,0.222536596,0.291135939,0.238922388,0.002893299,0.002798929,0.003378685,0.002766211,0.053789399,0.052904907,0.058126455,0.052594777,0.963621315,0.950793039,0.973200989,0.932378206
2022-05-27,147,31832,"EMBRAPA 1200","Mini_Core","16'3""""",130,2,7.024155281,88,91,NA,0,NA,NA,NA,"",21.6514339,-0.367422,0.2218608,0.4967695,0.367422,1.1645714,0.119973,2.86379,0.2259395,0.2730716,0.118011,0.0411344,0.0917017,-0.0411344,0.3051542,-0.0569645,0.0001445,0.5782979,0.0510176,1.9959973,7.8482366,2.3496487,0.3311173,0.0595965,0.5776694,0.142696,0.6846922,0.360669823,26.49889135,39.4804878,12.51666667,32.0097561,4.11751663,5.036585366,2.797619048,4.624390244,0.188879941,0.157675,0.29344991,0.16728582,0.002979336,0.002608566,0.003441043,0.002709697,0.054583298,0.051074126,0.058660405,0.052054746,0.90515494,0.859181074,0.954814176,0.885349292
2022-05-27,147,31833,"RT7521FP","Mini_Core","22'9""""",130,2,18.47163849,83,86,NA,0,NA,NA,NA,"",21.3459988,-0.4452114,0.2713266,0.6081706,0.4452114,1.6172864,0.1661992,2.7981153,0.2779258,0.4004944,0.0888603,0.0072076,0.1294569,-0.0072076,0.3164996,-0.0099531,2.07e-05,0.5272387,0.0091042,2.5911365,9.5549421,2.6505616,0.4386502,0.075103,0.6626341,0.205345,0.8636595,0.344535589,20.3481153,32.93414634,16.47857143,34.49512195,3.727272727,4.665853659,3.192857143,4.782926829,0.20906621,0.185414596,0.2668123,0.158715469,0.002460657,0.002495538,0.0030839,0.002284355,0.049605005,0.049955364,0.055532875,0.047794922,0.93836596,0.898222216,0.948243293,0.893414335
2022-05-27,147,31834,"PATNAI 6","Mini_Core","29'3""""",130,2,NA,92,94,NA,90,NA,NA,NA,"",21.6297741,-0.4060777,0.2533758,0.5592659,0.4060777,1.3753783,0.1443004,2.9851186,0.2581649,0.3385396,0.1040579,0.0194887,0.11486,-0.0194887,0.3097433,-0.0267656,5.77e-05,0.5483282,0.0231777,2.2892449,9.0668001,2.4677625,0.3893445,0.0694744,0.6234415,0.1753937,0.7987136,0.356690938,35.95670996,43.91666667,13.56744186,47.44285714,4.653679654,5.245238095,2.948837209,5.452380952,0.205195779,0.177398971,0.27268913,0.172821093,0.002145762,0.002171202,0.002966468,0.002043651,0.046322369,0.046596157,0.054465295,0.045206756,0.923747695,0.90664319,0.970992151,0.8993553
2022-05-27,147,31835,"Jefferson","Mini_Core","29'3""""",130,2,6.764043868,78,80,NA,0,NA,NA,NA,"",21.7404766,-0.4032446,0.2135093,0.5376726,0.4032446,1.3611426,0.1320299,2.3510501,0.223469,0.3055587,0.0898384,0.0394365,0.1005997,-0.0394365,0.3243521,-0.0538014,8.55e-05,0.5524789,0.0465766,2.1883202,7.1607156,2.5513358,0.3692525,0.0541193,0.6188833,0.159989,0.6544768,0.345787503,34.12195122,49.39566396,20.82539683,53.22493225,4.756097561,5.704607046,3.714285714,5.83197832,0.172758875,0.151119329,0.222482297,0.169817925,0.002400357,0.002364847,0.003068923,0.002364847,0.048993438,0.048629698,0.055397861,0.048629698,0.910371588,0.869266252,0.945436138,0.858994964
2022-05-27,147,31836,"Red Khosha Cerma","Mini_Core","22'9""""",130,2,NA,85,87,NA,100,NA,NA,NA,"",21.3923798,-0.4694485,0.2756347,0.6390443,0.4694485,1.7776736,0.1832033,2.6489587,0.2845723,0.4501131,0.0776114,-0.0029226,0.1422239,0.0029226,0.3241467,0.0037596,-1e-07,0.507897,-0.001681,2.8063693,9.5434561,2.7581155,0.4709101,0.0769531,0.6895983,0.2279757,0.8792464,0.331085846,12.70779221,26.88095238,18.46744186,30.68095238,2.764069264,4.180952381,3.593023256,4.547619048,0.306603529,0.195473375,0.205662407,0.178842105,0.003138997,0.002539683,0.00276636,0.002599206,0.056026749,0.050395263,0.052596199,0.050982412,0.966180309,0.926515063,0.949954265,0.916040334
2022-05-27,147,31837,"ECIA76-S89-1","Mini_Core","16'3""""",130,2,NA,91,93,NA,85,NA,NA,NA,"",21.1771069,-0.4401149,0.2574839,0.5939969,0.4401149,1.5778522,0.1658664,2.5969677,0.2651959,0.3988695,0.0882249,0.0198871,0.117743,-0.0198871,0.3185198,-0.0270825,4.28e-05,0.5381225,0.022977,2.4842396,8.93888,2.6804066,0.4234588,0.0726805,0.653648,0.2026595,0.8135766,0.318876363,20.20995671,51.22619048,39.10232558,59.77380952,3.543290043,5.726190476,5.125581395,6.302380952,0.235600521,0.183517175,0.170265683,0.137550224,0.002534623,0.002361111,0.002325581,0.002196712,0.050345036,0.048591266,0.048224282,0.046869094,0.945117638,0.858649234,0.8942015,0.835510796
2022-05-27,147,31838,"Teqing","Mini_Core","16'3""""",130,2,NA,88,91,NA,80,NA,NA,NA,"",21.3256397,-0.4302494,0.2300486,0.5602666,0.4302494,1.5167376,0.1562462,2.2177215,0.240149,0.3714625,0.0886597,0.0481899,0.0934464,-0.0481899,0.328436,-0.0656,9.82e-05,0.5569696,0.0557903,2.2884228,7.7565641,2.7705228,0.3899434,0.0654911,0.6364983,0.1879184,0.7143157,0.341469392,25.87361419,65.03658537,44.82619048,67.23414634,3.971175166,6.329268293,5.44047619,6.556097561,0.220138613,0.156572297,0.142908241,0.133699937,0.002350038,0.002183224,0.002171202,0.002114813,0.048477186,0.046724986,0.046596157,0.045987092,0.928907264,0.817017007,0.873335831,0.81142682
2022-05-27,147,31839,"M-202","Mini_Core","22'9""""",130,2,1.950978989,79,81,NA,0,NA,NA,NA,"",21.3359699,-0.3798604,0.1890605,0.4866625,0.3798604,1.2299479,0.1172749,2.1602926,0.19939,0.2663981,0.0979669,0.0649208,0.0776771,-0.0649208,0.3309149,-0.0886984,0.0001604,0.5728749,0.0798937,1.9619983,6.2006211,2.5394311,0.3226164,0.0487434,0.5901658,0.1389875,0.5660208,0.321515569,20.4789357,31.72926829,14.33333333,31.53170732,3.55654102,4.53902439,2.928571429,4.546341463,0.247787742,0.180637226,0.294261109,0.166373263,0.002999002,0.002635336,0.003543084,0.002703748,0.054763144,0.051335525,0.05952381,0.051997575,0.939227869,0.905773168,0.956990361,0.906536242
2022-05-27,147,31840,"Gasym Hany","Mini_Core","29'3""""",130,2,NA,69,71,NA,100,NA,NA,NA,"",21.2469044,-0.4280043,0.2618685,0.607504,0.4280043,1.4986154,0.1495366,3.0412543,0.2695526,0.3521554,0.0863431,-0.0116172,0.1478211,0.0116172,0.3162455,0.0154882,-2e-05,0.5079567,-0.0115455,2.5641999,9.2453146,2.4414346,0.4369853,0.0653694,0.6617172,0.1870264,0.8294404,0.332113422,46.86363636,64.7047619,29.07906977,66.69285714,5.456709957,6.485714286,4.265116279,6.473809524,0.168465344,0.141080771,0.200129282,0.147043773,0.002225408,0.002287415,0.002663602,0.002358277,0.047174231,0.047826927,0.051610095,0.048562091,0.812015011,0.733844773,0.880712043,0.72594336
2022-05-27,147,31841,"Doble Carolina","Mini_Core","29'3""""",130,2,NA,93,95,NA,100,NA,NA,NA,"",21.6880512,-0.4545847,0.2563268,0.6291021,0.4545847,1.6700107,0.1663527,2.619278,0.2669225,0.3998753,0.0744292,-0.0069468,0.1467427,0.0069468,0.3256459,0.0092055,-8.7e-06,0.5019795,-0.0064965,2.7144766,8.7593145,2.6328197,0.4596088,0.0658829,0.6829923,0.2082853,0.8093904,0.341790375,24.16829268,35.40921409,17.63756614,41.54200542,3.851219512,4.775067751,3.388888889,5.151761518,0.225237331,0.186745967,0.239814957,0.166027883,0.002736466,0.002548454,0.002809972,0.002372192,0.052311245,0.050482211,0.053009166,0.048705151,0.936308944,0.906034105,0.954976397,0.890609187
2022-05-27,147,31842,"Bombilla","Mini_Core","22'9""""",130,2,NA,73,76,NA,95,NA,NA,NA,"",21.2877674,-0.4248812,0.2381139,0.5956097,0.4248812,1.4799699,0.1417411,2.6780767,0.2483054,0.3307807,0.0798175,-0.0001285,0.1385453,0.0001285,0.3215217,0.0001153,8e-07,0.5135586,0.0004349,2.4849806,8.1396055,2.4796257,0.4246804,0.05657,0.65645,0.1769447,0.7434962,0.341525553,18.86363636,29.09761905,15.41860465,32.9452381,3.326839827,4.25952381,3.181395349,4.511904762,0.263635518,0.207071382,0.249517611,0.189569565,0.002841495,0.00268424,0.00283126,0.002468821,0.053305673,0.051809655,0.053209587,0.04968723,0.946245654,0.915794091,0.954945044,0.904659425
2022-05-27,147,31843,"WAB462-10-3-1","Mini_Core","16'3""""",130,2,3.382021934,80,82,NA,0,NA,NA,NA,"",20.8601952,-0.450681,0.253183,0.6138445,0.450681,1.6514003,0.1637301,2.4746222,0.2624314,0.3934473,0.077943,0.0067415,0.1305824,-0.0067415,0.3182895,-0.0092755,1.56e-05,0.5246002,0.008471,2.6274412,8.5979872,2.6825333,0.4445074,0.0661018,0.6679356,0.2035254,0.7980161,0.312146786,22.88311688,52.40952381,32.67674419,52.56190476,3.935064935,5.652380952,4.458139535,5.804761905,0.200354036,0.165347097,0.205272682,0.161870174,0.002316767,0.002120181,0.002498648,0.002191043,0.048132805,0.046045428,0.049986477,0.046808579,0.936792349,0.845029959,0.904064775,0.844125211
2022-05-27,147,31844,"WAB462-10-3-1","Mini_Core","16'3""""",130,3,3.121910521,80,82,NA,0,NA,NA,NA,"",21.54603,-0.438545,0.2528649,0.6035197,0.438545,1.5671635,0.1611616,2.5227549,0.2598074,0.3853064,0.0819397,0.0063223,0.1258841,-0.0063223,0.3045685,-0.0087331,1.26e-05,0.5401466,0.0075441,2.5410686,8.6126289,2.597693,0.4330042,0.0664355,0.651494,0.1990265,0.7968653,0.368142262,35.14285714,62.23571429,29.77674419,59.08809524,4.896103896,6.478571429,4.437209302,6.164285714,0.166608542,0.123482598,0.178727369,0.15245636,0.002558048,0.002290249,0.002641969,0.002281746,0.050577149,0.047856551,0.051400084,0.047767625,0.866577598,0.751273312,0.881650058,0.7621936
2022-05-27,147,31845,"Red Khosha Cerma","Mini_Core","22'9""""",130,3,NA,85,87,NA,95,NA,NA,NA,"",21.5981216,-0.473684,0.2827796,0.6605992,0.473684,1.8058995,0.1863398,2.7045448,0.2898481,0.4593577,0.0724956,-0.0274996,0.159577,0.0274996,0.3061187,0.03694,-3.5e-05,0.5031699,-0.0269493,2.9748416,9.700634,2.6534863,0.4941093,0.0754944,0.6950306,0.2348027,0.9050965,0.330356348,37.91341991,75.71666667,44.57906977,75.75238095,4.930735931,6.997619048,5.258139535,6.847619048,0.175055847,0.133494355,0.174458415,0.153934379,0.002237121,0.00207483,0.002479719,0.002191043,0.047298211,0.045550301,0.049796775,0.046808579,0.842834528,0.677503206,0.809766171,0.676284048
2022-05-27,147,31846,"PATNAI 6","Mini_Core","29'3""""",130,3,NA,92,94,NA,90,NA,NA,NA,"",20.9566994,-0.4596621,0.2643378,0.6392336,0.4596621,1.705242,0.172439,2.5905287,0.2728318,0.4174553,0.073612,-0.0142184,0.1481694,0.0142184,0.310276,0.0191344,-1.81e-05,0.5118997,-0.0140252,2.7893965,8.9904251,2.6284285,0.470406,0.0682423,0.6811916,0.2163515,0.8383741,0.302786427,44.09312639,59.93414634,24.61666667,68.60731707,5.272727273,6.085365854,3.964285714,6.436585366,0.167189635,0.153040121,0.221534369,0.148358536,0.002362329,0.002323022,0.002979025,0.00238251,0.048603792,0.048197739,0.054580445,0.048810966,0.797241865,0.717382562,0.884471225,0.675855992
2022-05-27,147,31847,"EMBRAPA 1200","Mini_Core","29'3""""",130,3,5.46320002,88,91,NA,0,NA,NA,NA,"",21.7849808,-0.4063036,0.2278789,0.5626721,0.4063036,1.3718364,0.1391043,2.5321295,0.2354565,0.3237015,0.0872379,0.0164126,0.1164872,-0.0164126,0.306024,-0.0225502,3.31e-05,0.5493572,0.0193082,2.2996166,7.7192798,2.4503331,0.3921911,0.0568092,0.6232763,0.1701316,0.7064657,0.339680396,49.60243902,67.73712737,22.21428571,64.91327913,5.831707317,6.756097561,3.785714286,6.582655827,0.140267168,0.131834146,0.217272291,0.136444435,0.002177275,0.002342815,0.002792475,0.002192258,0.046661284,0.048402632,0.052843874,0.046821552,0.840399061,0.777084743,0.926577179,0.786372236
2022-05-27,147,31848,"Gasym Hany","Mini_Core","22'9""""",130,3,NA,69,71,NA,100,NA,NA,NA,"",21.3225212,-0.4669372,0.3121729,0.6870668,0.4669372,1.75675,0.1774231,3.4561758,0.3161417,0.4325444,0.0749374,-0.077312,0.2052051,0.077312,0.2990646,0.1026323,-0.0001112,0.4627086,-0.0734518,3.2349825,11.1046953,2.3594682,0.5243894,0.0773614,0.7117577,0.229894,1.0114415,0.33237038,29.62305987,39.74878049,17.79285714,43.32682927,4.350332594,5.026829268,3.316666667,5.287804878,0.202385449,0.171108099,0.262132898,0.158766267,0.003060457,0.002986318,0.003633787,0.002781083,0.055321397,0.054647211,0.0602809,0.052735971,0.839398312,0.779617655,0.904236961,0.760636361
2022-05-27,147,31849,"Teqing","Mini_Core","16'3""""",130,3,NA,88,91,NA,60,NA,NA,NA,"",21.8243294,-0.4451712,0.2500048,0.6001095,0.4451712,1.6103837,0.1695242,2.419663,0.258795,0.4094192,0.0819358,0.0191948,0.1180848,-0.0191948,0.3175289,-0.0261585,3.42e-05,0.5385207,0.0216373,2.5159562,8.507143,2.7110844,0.4293824,0.069665,0.6570537,0.2072741,0.7865173,0.364354782,32.97782705,70.27804878,39.31904762,66.84390244,4.694013304,6.804878049,5.023809524,6.541463415,0.185125997,0.119846913,0.181241098,0.142193933,0.002367245,0.002031529,0.002375283,0.002183224,0.048654342,0.045072484,0.04873688,0.046724986,0.886902076,0.762517879,0.867836418,0.7751421
2022-05-27,147,31850,"RT7521FP","Mini_Core","16'3""""",130,3,16.65028504,84,86,NA,0,NA,NA,NA,"",21.5265388,-0.49299,0.312801,0.6926411,0.49299,1.9507467,0.1993688,2.9458728,0.3172774,0.4993751,0.0711731,-0.0517191,0.180947,0.0517191,0.30023,0.0693268,-6.57e-05,0.485529,-0.0491808,3.2832031,10.8900642,2.6583462,0.5305671,0.0845019,0.7166626,0.254494,1.0137138,0.323665585,18.16017316,33.16190476,19.35813953,34.43095238,3.38961039,4.6,3.548837209,4.707142857,0.243737776,0.188116422,0.229856773,0.190713582,0.003211615,0.002780612,0.003055706,0.002811791,0.056671115,0.052731511,0.055278439,0.053026327,0.930520274,0.868504153,0.927499884,0.86264583
2022-05-27,147,31851,"Doble Carolina","Mini_Core","22'9""""",130,3,NA,93,95,NA,100,NA,NA,NA,"",20.8444099,-0.4711039,0.2873455,0.6746488,0.4711039,1.7858424,0.1774239,2.9144464,0.2942709,0.4322923,0.0701151,-0.0514781,0.1814772,0.0514781,0.3022734,0.0689235,-6.42e-05,0.4835579,-0.0496625,3.0968242,9.900136,2.5115862,0.5097058,0.0712975,0.7035517,0.2275784,0.9216159,0.282879217,20.22510823,34.57380952,18.13488372,36.03571429,3.662337662,4.611904762,3.376744186,4.878571429,0.222493315,0.207814756,0.254722617,0.168449667,0.00283681,0.002709751,0.003418064,0.002760771,0.053261709,0.052055265,0.05846421,0.052543039,0.939337468,0.891582384,0.944148178,0.887856467
2022-05-27,147,31852,"Jefferson","Mini_Core","29'3""""",130,3,5.983709629,78,80,NA,0,NA,NA,NA,"",21.0184784,-0.4246324,0.2438057,0.5958374,0.4246324,1.4802696,0.1486603,2.5859058,0.2507481,0.350037,0.0815148,-0.0008957,0.1311338,0.0008957,0.2996833,0.0011767,2e-07,0.5381041,-0.0003859,2.4894304,8.2707949,2.4752386,0.4250402,0.0598494,0.6427083,0.1845232,0.764089,0.314036659,28.54323725,45.94390244,19.68809524,43.80731707,4.445676275,5.475609756,3.588095238,5.353658537,0.187535186,0.168717933,0.225400234,0.161092276,0.002413951,0.00218025,0.00274093,0.002314099,0.049131973,0.046693146,0.052353889,0.04810508,0.929938105,0.888541514,0.952185505,0.89376873
2022-05-27,147,31853,"ECIA76-S89-1","Mini_Core","29'3""""",130,3,NA,90,93,NA,75,NA,NA,NA,"",20.1112232,-0.4433633,0.2630949,0.616618,0.4433633,1.5999556,0.1707184,2.6064448,0.2684893,0.4130751,0.0810538,-0.005434,0.1342048,0.005434,0.2960919,0.0072988,-5e-06,0.5376588,-0.0046611,2.6391332,8.9888792,2.56829,0.4469987,0.0705902,0.6561317,0.2112312,0.8338773,0.273515523,16.94146341,36.45528455,23.60846561,38.49322493,3.219512195,4.802168022,4.058201058,5.132791328,0.259878931,0.182065282,0.19312076,0.141742496,0.004098751,0.003161698,0.003247389,0.003341632,0.064021487,0.056228981,0.056985871,0.057806854,0.959769197,0.913979795,0.945681181,0.909383615
2022-05-27,147,31854,"M-202","Mini_Core","22'9""""",130,3,8.064887715,79,81,NA,0,NA,NA,NA,"",21.0243015,-0.3792018,0.2111975,0.526836,0.3792018,1.2265745,0.1210555,2.4960086,0.2173014,0.2762716,0.0931484,0.0226449,0.1065045,-0.0226449,0.2960123,-0.0315318,5.4e-05,0.5688633,0.0280151,2.1358159,7.0836792,2.3273339,0.3590664,0.0497514,0.5919051,0.1470202,0.6461127,0.309130818,25.90191388,33.25263158,12.44102564,38.12368421,3.992822967,4.7,2.856410256,4.871052632,0.229736705,0.184923286,0.271528621,0.185954642,0.003004739,0.002825485,0.003583169,0.00281856,0.054815499,0.053155289,0.059859577,0.053090108,0.896443622,0.865717773,0.953994062,0.845983217
