Date,Plot_Number,Rice_Cultivar,Experiment_Name,Bay_Length,Nitrogen_Rate,Replicate,Yield,Heading_50,Heading_100,Percent_Stand,Final_Lodge,SPAD,Leaf1_Temp,Leaf2_Temp,Measurement_Stage,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,Emergence_DOY,Heading_100_DOY,Days_to_100%_Heading
6/9/2022,31760,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.70175548,84,86,,0,,,,,11.369997,-1.4264032,-0.81215787,2.6909242,3.6369815,3.8892171,5.6258535,6.7852483,10.179606,1.2798051,132,218,-58
6/9/2022,31761,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,13.70175548,83,85,,0,,,,,11.625605,-1.0660782,-0.6607258,2.8711812,3.8308828,4.100455,6.1435285,6.8326693,10.111241,1.6123259,132,217,-57
6/9/2022,31762,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,14.91578909,81,85,,0,,,,,11.236023,-1.5579726,-0.9655712,2.5622377,3.7325892,3.5707002,5.2965775,6.864383,9.928823,1.1762853,132,217,-57
6/9/2022,31763,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,12.83453398,80,82,,0,,,,,11.341136,-1.6492801,-1.190207,2.4625952,3.8212168,3.473399,5.026104,7.14032,10.095523,1.185655,132,214,-54
6/9/2022,31764,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.35494335,82,86,,0,,,,,11.738292,-0.85354704,-0.30260655,3.0049207,3.7249923,4.166233,6.115845,6.4868727,10.084209,1.4713191,132,218,-58
6/9/2022,31765,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,13.52834941,84,87,,0,,,,,11.524841,-0.88846034,-0.29834318,3.1210432,3.6593072,4.234491,6.144839,6.551607,9.7620325,1.5021178,132,219,-59
6/9/2022,31766,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,14.22216485,82,85,,0,,,,,11.282917,-1.479477,-0.80241126,2.7017727,3.6249855,3.6641574,5.377315,6.779146,10.069404,1.2650272,132,217,-57
6/9/2022,31767,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.00794004,82,85,,0,,,,,11.28144,-1.4572577,-0.86194247,2.601344,3.716527,3.6149428,5.3491683,6.8188014,9.96227,1.1869109,132,217,-57
6/9/2022,31768,RT7521FP,Inbred\Hybrid,"16'3""""",130,1,13.70175548,83,85,,0,,,,,11.411616,-1.1068441,-0.45529425,2.9143424,3.6092393,3.942635,5.893404,6.5411954,9.872646,1.367828,132,217,-57
6/9/2022,31769,RT7521FP,Inbred\Hybrid,"22'9""""",130,1,14.22216485,84,86,,0,,,,,11.824238,-0.6208785,-0.1541527,3.1777408,4.079379,4.509486,6.562133,6.6555367,9.733414,1.8042412,132,218,-58
6/9/2022,31770,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,13.87516154,84,86,,0,,,,,11.870399,-0.57118845,-0.33760688,3.2623205,4.113437,4.615804,6.54188,6.651096,10.030443,1.8377044,132,218,-58
6/9/2022,31771,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.35494335,81,85,,0,,,,,11.8651085,-0.615869,-0.25778818,3.2667146,4.119427,4.64919,6.6401334,6.86626,9.892324,1.9656584,132,217,-57
6/9/2022,31772,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.70175548,83,86,,0,,,,,11.797442,-0.7982309,-0.44909346,3.0315447,3.8992662,4.358048,6.2757683,6.7358203,10.183467,1.6461447,132,218,-58
6/9/2022,31773,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,14.22216485,83,86,,0,,,,,11.510975,-1.1718309,-0.5239947,2.6992855,3.687427,3.8903806,5.774295,6.63395,10.128691,1.2828488,132,218,-58
6/9/2022,31774,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,14.22216485,84,86,,0,,,,,11.51031,-1.1574689,-0.6391586,2.6956074,3.7264872,3.8281586,5.790436,6.8005753,10.084432,1.3509774,132,218,-58
6/9/2022,31775,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.87516154,84,86,,0,,,,,12.076502,-1.1735886,-0.70762247,2.6695273,3.7680082,3.9412441,6.012782,6.980548,10.312663,1.5193169,132,218,-58
6/9/2022,31776,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.52834941,84,86,,0,,,,,11.908439,-1.1237688,-0.6920339,2.735687,4.0403337,4.108456,6.1406913,7.014573,10.407302,1.7697232,132,218,-58
6/9/2022,31777,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,14.22216485,84,86,,0,,,,,11.648431,-1.1792309,-0.7102927,2.6179004,3.7812238,3.886796,5.920664,6.974526,10.308078,1.524182,132,218,-58
6/9/2022,31778,RT7521FP,Inbred\Hybrid,"22'9""""",130,2,13.70175548,84,87,,0,,,,,11.826245,-0.8976481,-0.39862734,2.7901456,4.2343035,4.323729,6.50852,6.953556,10.039113,1.8870449,132,219,-59
6/9/2022,31779,RT7521FP,Inbred\Hybrid,"16'3""""",130,2,13.52834941,84,86,,0,,,,,11.4484825,-1.417195,-1.0930383,2.2882495,4.0326214,3.6834805,5.2923155,7.22914,10.4681835,1.3179669,132,218,-58
6/9/2022,31780,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,14.22216485,84,86,,0,,,,,11.294005,-1.6231059,-1.0157288,2.51794,3.6887448,3.5060477,5.1983914,6.902615,10.082918,1.196028,132,218,-58
6/9/2022,31781,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,13.52834941,84,86,,0,,,,,11.879405,-1.1038792,-0.68181074,2.7147827,3.8923643,3.8143568,5.8935633,6.9651613,10.395152,1.5252651,132,218,-58
6/9/2022,31782,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,12.48772186,82,84,,0,,,,,11.425354,-0.99317473,-0.39892992,3.0199869,3.598888,4.0375104,6.042237,6.5286074,9.860858,1.4597509,132,216,-56
6/9/2022,31783,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.87516154,83,85,,0,,,,,11.740395,-0.77115464,-0.2928028,3.2785606,3.8159692,4.391052,6.2309413,6.528285,10.027783,1.7165613,132,217,-57
6/9/2022,31784,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.70175548,84,86,,0,,,,,11.266902,-1.2338941,-0.5554118,2.8646233,3.569097,3.8583221,5.7486935,6.5722475,9.853159,1.3098916,132,218,-58
6/9/2022,31785,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,14.56897697,84,86,,0,,,,,11.585174,-0.9714729,-0.5165469,2.9125426,3.6219802,3.9289742,5.943973,6.7060146,10.001681,1.4078406,132,218,-58
6/9/2022,31786,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,14.56897697,84,86,,0,,,,,11.353342,-1.0602146,-0.32887572,3.0360386,3.4820924,3.9509485,5.867881,6.439381,9.835103,1.3693879,132,218,-58
6/9/2022,31787,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.18153729,83,85,,0,,,,,11.369664,-1.3214862,-0.8252879,2.780006,3.63136,3.9393663,5.734834,6.7161527,10.081522,1.2674519,132,217,-57
6/9/2022,31788,RT7521FP,Inbred\Hybrid,"16'3""""",130,3,13.35494335,84,86,,0,,,,,11.49896,-0.9155105,-0.4545155,3.0615764,3.7174804,4.164006,6.166332,6.5748296,9.830938,1.5129169,132,218,-58
6/9/2022,31789,RT7521FP,Inbred\Hybrid,"22'9""""",130,3,12.48772186,84,86,,0,,,,,11.7354355,-0.766784,-0.35520178,3.053734,3.9936976,4.4835763,6.673995,6.7734547,9.867753,1.8709272,132,218,-58
6/9/2022,31790,NIL 43,Inbred\Hybrid,"35'9""""",130,1,10.05946344,86,88,,0,,,,,10.701375,-1.3797513,-0.2202372,2.9297996,3.4538352,3.7187657,5.7170496,6.3337026,9.519432,1.4726636,132,220,-60
6/9/2022,31791,Jefferson,Inbred\Hybrid,"42'3""""",130,1,6.243765336,76,78,,0,,,,,10.8459215,-1.2905537,-0.23677932,3.017889,3.5175605,3.9140368,5.8861895,6.2939196,9.475716,1.459988,132,210,-50
6/9/2022,31792,Jefferson,Inbred\Hybrid,"42'3""""",130,1,6.243765336,76,78,,0,,,,,10.620883,-1.2436453,0.072130345,3.1082373,3.429497,3.8819993,5.9533763,6.123686,9.372463,1.5693773,132,210,-50
6/9/2022,31793,NIL 43,Inbred\Hybrid,"35'9""""",130,1,9.886057375,86,88,,0,,,,,10.630679,-1.3847201,-0.105677955,2.9711776,3.422681,3.766595,5.7993245,6.2346745,9.462256,1.4916368,132,220,-60
6/9/2022,31794,Jefferson,Inbred\Hybrid,"35'9""""",130,1,6.937580769,75,77,,0,,,,,10.87821,-1.4511209,-0.48513573,2.7931683,3.492549,3.6304789,5.550507,6.5085473,9.674641,1.3464967,132,209,-49
6/9/2022,31795,NIL 43,Inbred\Hybrid,"42'3""""",130,1,8.845429819,86,88,,0,,,,,10.357683,-1.3018234,0.18657847,3.0803678,3.4287057,3.8165205,5.969258,6.0897756,9.249973,1.6897345,132,220,-60
6/9/2022,31796,Jefferson,Inbred\Hybrid,"42'3""""",130,1,6.070359275,76,78,,0,,,,,10.864628,-1.1921532,-0.07758535,3.1043782,3.4703674,3.9356651,5.929734,6.205883,9.466333,1.4781052,132,210,-50
6/9/2022,31797,NIL 43,Inbred\Hybrid,"35'9""""",130,1,9.539245252,86,88,,0,,,,,10.585323,-1.3496156,-0.023232117,3.0268502,3.4363368,3.8288875,5.8873477,6.1821103,9.381456,1.5430728,132,220,-60
6/9/2022,31798,Jefferson,Inbred\Hybrid,"35'9""""",130,1,6.764174707,76,78,,0,,,,,10.735901,-1.3052717,-0.06793289,3.0497956,3.4302983,3.8641443,5.8806453,6.1982985,9.471657,1.4959699,132,210,-50
6/9/2022,31799,NIL 43,Inbred\Hybrid,"42'3""""",130,1,8.672023758,86,88,,0,,,,,10.492862,-1.3646557,-0.009920809,2.9904418,3.4231346,3.7364516,5.84039,6.2064295,9.380717,1.583828,132,220,-60
6/9/2022,31800,Jefferson,Inbred\Hybrid,"42'3""""",130,2,5.896953213,76,78,,0,,,,,10.6285925,-1.3765552,-0.12250891,2.948565,3.4008965,3.6951988,5.734268,6.265351,9.501572,1.4890856,132,210,-50
6/9/2022,31801,Jefferson,Inbred\Hybrid,"35'9""""",130,2,6.590768646,76,78,,0,,,,,10.7193365,-1.3627005,-0.18734017,2.9366825,3.4039102,3.7038,5.7221837,6.3139896,9.5498295,1.4529495,132,210,-50
6/9/2022,31802,NIL 43,Inbred\Hybrid,"35'9""""",130,2,9.539245252,86,88,,0,,,,,10.941399,-1.1791905,-0.1455098,3.1086307,3.5205314,3.9889767,5.9200993,6.2497673,9.465065,1.4489386,132,220,-60
6/9/2022,31803,Jefferson,Inbred\Hybrid,"42'3""""",130,2,5.898865077,76,78,,0,,,,,10.75561,-1.2468336,-0.053500947,3.1054263,3.4474804,3.931436,5.9526896,6.167479,9.426631,1.5038247,132,210,-50
6/9/2022,31804,Jefferson,Inbred\Hybrid,"42'3""""",130,2,6.417171398,76,78,,0,,,,,10.87431,-1.3880264,-0.39297697,2.8482106,3.498566,3.6960819,5.648208,6.4642577,9.634841,1.3848133,132,210,-50
6/9/2022,31805,NIL 43,Inbred\Hybrid,"35'9""""",130,2,10.18124917,87,89,,0,,,,,10.784417,-1.3541722,-0.23905891,2.9525914,3.483011,3.8093715,5.7952113,6.3039494,9.503131,1.4347463,132,221,-61
6/9/2022,31806,Jefferson,Inbred\Hybrid,"35'9""""",130,2,6.590768646,76,78,,0,,,,,11.074894,-1.3880059,-0.5697255,2.8137722,3.5710933,3.7391164,5.6189446,6.5496287,9.705385,1.3070863,132,210,-50
6/9/2022,31807,NIL 43,Inbred\Hybrid,"42'3""""",130,2,8.847341683,87,89,,0,,,,,10.556932,-1.3639448,-0.023895415,2.9777563,3.384564,3.6955717,5.761287,6.2182355,9.458705,1.5255624,132,221,-61
6/9/2022,31808,NIL 43,Inbred\Hybrid,"42'3""""",130,2,8.849253547,87,89,,0,,,,,10.995507,-1.29701,-0.43859178,2.938336,3.5826604,3.8798947,5.8072314,6.414172,9.558142,1.3821031,132,221,-61
6/9/2022,31809,NIL 43,Inbred\Hybrid,"35'9""""",130,2,9.712651314,87,89,,0,,,,,11.03939,-1.5409404,-0.8379783,2.6520004,3.7636395,3.683653,5.468372,6.725917,9.721885,1.2904168,132,221,-61
6/9/2022,31810,NIL 43,Inbred\Hybrid,"35'9""""",130,3,9.886057375,88,90,,0,,,,,10.8444395,-1.270642,-0.2135324,3.0366473,3.4979851,3.9018497,5.873889,6.2723293,9.478554,1.4531372,132,222,-62
6/9/2022,31811,Jefferson,Inbred\Hybrid,"42'3""""",130,3,5.900776941,77,79,,0,,,,,10.854023,-1.3652029,-0.3653993,2.8915567,3.4926984,3.7357159,5.698917,6.4124713,9.59905,1.3969243,132,211,-51
6/9/2022,31812,NIL 43,Inbred\Hybrid,"42'3""""",130,3,9.192241943,87,89,,0,,,,,9.471989,-1.4871132,0.9058416,3.201279,3.431345,3.8479233,6.187795,5.6972094,8.760163,2.113892,132,221,-61
6/9/2022,31813,Jefferson,Inbred\Hybrid,"35'9""""",130,3,6.590768646,77,79,,0,,,,,10.7873335,-1.4537708,-0.36046204,2.8362608,3.4054909,3.601236,5.5746355,6.420287,9.628807,1.3799027,132,211,-51
6/9/2022,31814,Jefferson,Inbred\Hybrid,"35'9""""",130,3,6.419083262,76,78,,0,,,,,10.8808565,-1.2318114,-0.12933907,3.0601952,3.4268782,3.88411,5.8741035,6.232423,9.517814,1.4251087,132,210,-50
6/9/2022,31815,Jefferson,Inbred\Hybrid,"42'3""""",130,3,5.549949903,76,78,,0,,,,,10.617113,-1.3146752,-0.0031738884,3.0295405,3.3550909,3.7637527,5.837655,6.1729803,9.455652,1.5076398,132,210,-50
6/9/2022,31816,NIL 43,Inbred\Hybrid,"42'3""""",130,3,9.539245252,87,89,,0,,,,,10.428633,-1.3606031,0.034143332,3.0202265,3.3907015,3.7612636,5.9010563,6.167666,9.339504,1.618626,132,221,-61
6/9/2022,31817,Jefferson,Inbred\Hybrid,"35'9""""",130,3,6.937580769,77,79,,0,,,,,10.186277,-1.3280839,0.32944477,3.0633454,3.369827,3.7170386,5.9259496,6.016139,9.25234,1.7279999,132,211,-51
6/9/2022,31818,NIL 43,Inbred\Hybrid,"35'9""""",130,3,10.18124917,87,89,,0,,,,,10.817163,-1.264897,-0.16386572,3.0352035,3.4339178,3.8484664,5.861177,6.26078,9.527283,1.4675152,132,221,-61
6/9/2022,31819,NIL 43,Inbred\Hybrid,"42'3""""",130,3,9.018835881,87,89,,0,,,,,10.612313,-1.35084,-0.053894337,3.0064435,3.393478,3.7702532,5.8212667,6.197489,9.443922,1.5039446,132,221,-61
6/9/2022,31868,Santee Gold,Santee_Gold,"16'3""""",75,1,9.096648744,91,93,,0,,,,,11.094585,-1.7909586,-1.4208859,2.2958057,4.0577164,3.5757627,5.239481,7.126616,9.823465,1.1898074,132,225,-65
6/9/2022,31869,Carolina Gold,Santee_Gold,"16'3""""",75,1,3.914541468,89,91,,40,,,,,11.06133,-1.8824004,-1.3244749,2.1933055,4.082327,3.4628031,5.095975,7.1786103,9.887674,1.2394058,132,223,-63
6/9/2022,31870,RoyJ,Santee_Gold,"16'3""""",75,1,13.73674259,91,94,,0,,,,,11.241789,-1.0198884,-0.5993132,3.0213637,3.881028,4.237358,6.1660476,6.55345,9.57449,1.4788711,132,226,-66
6/9/2022,31871,Charleston Gold,Santee_Gold,"16'3""""",75,1,6.171496878,85,88,,50,,,,,10.885971,-1.6227893,-0.8520506,2.626582,3.6758792,3.6192415,5.460657,6.6950564,9.683386,1.2900432,132,220,-60
6/9/2022,31872,Santee Gold,Santee_Gold,"16'3""""",75,2,9.503875769,90,92,,0,,,,,11.096012,-1.7502475,-1.2959301,2.3652515,3.9962015,3.5090413,5.199525,7.0656886,9.812905,1.2256418,132,224,-64
6/9/2022,31873,Charleston Gold,Santee_Gold,"16'3""""",75,2,5.397191973,85,88,,30,,,,,10.910499,-1.482413,-0.66141653,2.7308114,3.6066651,3.640652,5.533058,6.594175,9.670737,1.326757,132,220,-60
6/9/2022,31874,Carolina Gold,Santee_Gold,"16'3""""",75,2,3.851449957,89,91,,25,,,,,11.111531,-1.6423786,-1.2666024,2.4020276,4.036318,3.5861201,5.314511,7.078679,9.749098,1.2311035,132,223,-63
6/9/2022,31875,RoyJ,Santee_Gold,"16'3""""",75,2,12.84485805,91,94,,0,,,,,11.135499,-1.670121,-1.1861006,2.4878938,3.733072,3.4747026,5.1860824,6.9402137,9.8525305,1.1601118,132,226,-66
6/9/2022,31876,Charleston Gold,Santee_Gold,"16'3""""",75,3,7.232581379,85,88,,50,,,,,10.636734,-1.3351842,-0.22311199,2.938678,3.5073786,3.7637267,5.820837,6.319531,9.447464,1.5263945,132,220,-60
6/9/2022,31877,RoyJ,Santee_Gold,"16'3""""",75,3,13.16891899,91,94,,0,,,,,11.39603,-1.021041,-0.56751305,2.9849722,3.6238096,4.0349874,5.966928,6.5694013,9.814946,1.3612403,132,226,-66
6/9/2022,31878,Carolina Gold,Santee_Gold,"16'3""""",75,3,3.676514404,89,91,,50,,,,,11.247357,-1.8405594,-1.7115074,2.070259,4.400238,3.5897133,5.138874,7.5701275,9.933881,1.2129256,132,223,-63
6/9/2022,31879,Santee Gold,Santee_Gold,"16'3""""",75,3,10.2609739,91,94,,0,,,,,11.067431,-1.8230662,-1.4212912,2.2541356,4.0988836,3.53567,5.187331,7.2027836,9.823331,1.2243335,132,226,-66
6/9/2022,31880,Charleston Gold,Santee_Gold,"29'3""""",150,1,6.214513817,87,91,,60,,,,,10.915228,-1.5491474,-0.77744824,2.7048979,3.6295538,3.6492062,5.476663,6.659856,9.708452,1.3191231,132,223,-63
6/9/2022,31881,RoyJ,Santee_Gold,"29'3""""",150,1,14.05220014,95,98,,0,,,,,11.077792,-1.4912373,-0.8691944,2.6576736,3.6171246,3.5808897,5.411092,6.715776,9.785633,1.210866,132,230,-70
6/9/2022,31882,Santee Gold,Santee_Gold,"29'3""""",150,1,9.297394461,94,96,,0,,,,,10.940563,-1.850423,-1.3333904,2.307771,4.0969524,3.617316,5.2927766,7.1384387,9.755151,1.3130517,132,228,-68
6/9/2022,31883,Carolina Gold,Santee_Gold,"29'3""""",150,1,3.966161795,90,92,,60,,,,,11.093825,-1.7961303,-1.5675737,2.2782085,4.190637,3.6130755,5.2430863,7.2308974,9.78956,1.2069336,132,224,-64
6/9/2022,31884,Charleston Gold,Santee_Gold,"29'3""""",150,2,6.544310351,88,91,,60,,,,,11.078945,-1.6074764,-1.0961659,2.4825037,3.8102305,3.4865587,5.259316,6.938723,9.799924,1.2140442,132,223,-63
6/9/2022,31885,Carolina Gold,Santee_Gold,"29'3""""",150,2,3.447090728,90,92,,30,,,,,11.253653,-1.7078255,-1.4311823,2.2715666,4.1427073,3.495336,5.091544,7.2050095,9.863145,1.1596323,132,224,-64
6/9/2022,31886,RoyJ,Santee_Gold,"29'3""""",150,2,14.41641023,95,98,,0,,,,,11.167168,-1.3113956,-0.7849597,2.8052697,3.798667,3.932189,5.7964015,6.618975,9.674195,1.318684,132,230,-70
6/9/2022,31887,Santee Gold,Santee_Gold,"29'3""""",150,2,9.360485971,94,96,,0,,,,,11.182495,-1.7426462,-1.5310657,2.2179847,4.2054873,3.5032928,5.1407743,7.330679,9.8366585,1.1810517,132,228,-68
6/9/2022,31888,Charleston Gold,Santee_Gold,"29'3""""",150,3,6.81388317,87,91,,50,,,,,10.878267,-1.4304397,-0.6960527,2.83954,3.6969476,3.8456757,5.730624,6.530439,9.497779,1.3787211,132,223,-63
6/9/2022,31889,Santee Gold,Santee_Gold,"29'3""""",150,3,9.211360582,94,96,,0,,,,,11.3366585,-1.6001798,-1.4276398,2.2336667,4.3127174,3.8615465,5.590862,7.2890205,10.122159,1.2929881,132,228,-68
6/9/2022,31890,Carolina Gold,Santee_Gold,"29'3""""",150,3,2.733009538,91,93,,60,,,,,11.206519,-1.9343803,-1.5963409,2.0073087,4.464087,3.6509287,5.1410046,7.702384,9.940246,1.2861923,132,225,-65
6/9/2022,31891,RoyJ,Santee_Gold,"29'3""""",150,3,14.94408468,95,98,,0,,,,,10.935901,-1.3490355,-0.47730464,2.9083166,3.5798564,3.850947,5.755304,6.418209,9.577711,1.3647485,132,230,-70
6/9/2022,31892,Santee Gold,Santee_Gold,"42'3""""",200,1,9.52395034,94,96,,0,,,,,10.940651,-1.8555936,-1.4411131,2.2980666,4.2193522,3.6808655,5.3418617,7.151949,9.675077,1.2921588,132,228,-68
6/9/2022,31893,Charleston Gold,Santee_Gold,"42'3""""",200,1,4.906798866,88,91,,70,,,,,10.880883,-1.4878485,-0.55590004,2.7297444,3.5434904,3.597136,5.5060678,6.5603743,9.700042,1.3319528,132,223,-63
6/9/2022,31894,Carolina Gold,Santee_Gold,"42'3""""",200,1,4.109551592,89,92,,75,,,,,11.17916,-1.7279142,-1.4272292,2.3055408,4.1082616,3.5152216,5.1538706,7.1499424,9.836355,1.1571038,132,224,-64
6/9/2022,31895,RoyJ,Santee_Gold,"42'3""""",200,1,12.78463433,96,99,,0,,,,,11.163654,-1.536958,-1.0688006,2.6064312,3.7379234,3.63329,5.378681,6.818851,9.830666,1.1746377,132,231,-71
6/9/2022,31896,Santee Gold,Santee_Gold,"42'3""""",200,2,8.850018293,94,96,,0,,,,,10.988868,-1.7335032,-1.2058991,2.4386308,3.951487,3.616696,5.3456407,6.9424024,9.741362,1.2591383,132,228,-68
6/9/2022,31897,RoyJ,Santee_Gold,"42'3""""",200,2,15.05879652,96,99,,0,,,,,11.095296,-1.1235914,-0.39614198,3.0523202,3.7047076,4.0938735,5.990852,6.389223,9.493257,1.4297343,132,231,-71
6/9/2022,31898,Carolina Gold,Santee_Gold,"42'3""""",200,2,2.606826516,90,92,,60,,,,,11.113184,-1.8060706,-1.4635036,2.2513359,4.168235,3.603764,5.225345,7.253663,9.850082,1.2297336,132,224,-64
6/9/2022,31899,Charleston Gold,Santee_Gold,"42'3""""",200,2,4.780615844,89,92,,50,,,,,10.921701,-1.6304588,-0.8949774,2.583332,3.710499,3.5561976,5.3621945,6.747618,9.716566,1.2775658,132,224,-64
6/9/2022,31900,Carolina Gold,Santee_Gold,"42'3""""",200,3,11.66332612,91,94,,60,,,,,11.246103,-1.6474723,-1.3316367,2.3684027,4.0314474,3.5776558,5.24312,7.1679006,9.95081,1.225532,132,226,-66
