Date,Plot_Number,Rice_Cultivar,Experiment_Name,Bay_Length,Nitrogen_Rate,Replicate,Yield,Heading_25,Heading_50,Heading_100,Percent_Stand,Percent_Lodge,Final_Lodge,SPAD,Leaf1_Temp,Leaf2_Temp,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,Emergence_DOY,Heading_100_DOY,Days_to_100%_Heading
6/14/2021,33777,Tiara,Tiara,"9' 9""""",75,3,6.613196455,,68,70,100.0,,0.0,,,,6.863453,-1.0927755,3.039851,3.6378508,3.1945057,3.5592582,7.096154,4.041882,7.53389,2.7279177,140,210,-45
6/14/2021,33778,Sierra,Tiara,"16' 3""""",75,3,7.10932958,78.0,80,84,99.0,,0.0,,,,7.86195,-0.36410743,2.0878766,4.3976336,3.0997243,3.5098214,6.759402,3.2626185,8.160842,1.7055256,140,224,-59
6/14/2021,33779,IAC600,Tiara,"16' 3""""",75,3,6.30347173,,63,66,100.0,,0.0,,,,6.5878906,-2.1394126,2.9347548,3.4145024,3.205142,3.890671,6.6630707,4.2593126,7.424967,3.508924,140,206,-41
6/14/2021,33780,Sierra,Tiara,"9' 9""""",75,3,10.35570356,77.0,79,83,99.0,,0.0,,,,7.7172604,-0.4439396,2.4490943,4.1069016,2.7307842,3.5834603,6.6957746,3.6603508,7.8424897,2.1240792,140,223,-58
6/14/2021,33781,Tiara,Tiara,"9' 9""""",75,3,6.168684118,,68,71,99.0,,0.0,,,,6.608379,-1.4366466,3.1040254,3.3928943,3.4850094,3.7194388,7.1157937,4.3077154,7.484222,3.415942,140,211,-46
6/14/2021,33782,Scarlett ,Tiara,"16' 3""""",75,3,11.0812624,74.0,76,78,100.0,,0.0,,,,6.5073977,-1.8070033,2.7179897,3.5837066,3.3405652,3.5389097,6.998206,4.178638,7.655617,3.2836375,140,218,-53
6/14/2021,33783,IAC600,Tiara,"16' 3""""",75,3,5.334148051,,64,67,100.0,,0.0,,,,6.789262,-1.363503,3.0688283,3.591224,3.0734062,3.4986122,7.082341,4.2071037,7.624455,3.1359224,140,207,-42
6/14/2021,33784,Scarlett ,Tiara,"9' 9""""",75,3,10.73999164,74.0,76,79,100.0,,0.0,,,,6.4539523,-2.1494398,3.1781373,3.6149936,3.2173526,3.3853595,6.6119556,4.35728,6.566333,3.3990076,140,219,-54
6/14/2021,33785,Tiara,Tiara,"29' 3""""",150,1,7.115065223,72.0,73,75,99.0,,0.0,,,,9.210895,0.2197076,1.7319949,4.8314953,2.9884396,3.367878,5.879872,2.936839,8.466637,1.6022804,140,215,-50
6/14/2021,33786,IAC600,Tiara,"35' 9""""",150,1,6.274793514,,65,67,100.0,,0.0,,,,6.235146,-2.3103964,2.839811,3.7594266,3.4450421,3.7691176,6.593458,4.558989,7.053286,3.3428564,140,207,-42
6/14/2021,33787,Sierra,Tiara,"35' 9""""",150,1,8.084388902,84.0,86,88,100.0,,0.0,,,,8.810904,0.19653928,1.7442224,4.973358,3.1468794,3.0290513,5.8767667,2.3642523,8.461244,1.595275,140,228,-63
6/14/2021,33788,IAC600,Tiara,"29' 3""""",150,1,6.363695982,,66,69,100.0,,0.0,,,,7.794843,-0.4873491,2.4699464,4.0279875,2.7994008,3.7683642,6.8089023,3.786278,8.091558,2.0620744,140,209,-44
6/14/2021,33789,Scarlett ,Tiara,"29' 3""""",150,1,11.50569999,82.0,84,86,100.0,,0.0,,,,8.604735,-0.6430605,1.688846,4.0830975,2.981224,3.4637184,6.65647,3.7171655,7.929543,2.1201093,140,226,-61
6/14/2021,33790,Scarlett ,Tiara,"35' 9""""",150,1,11.44834356,81.0,83,84,99.0,,0.0,,,,6.9211917,-1.5756733,2.7621477,3.6705241,3.1970558,3.5030122,7.3130226,4.224528,7.7395144,2.833624,140,224,-59
6/14/2021,33791,Sierra,Tiara,"35' 9""""",150,1,8.758326962,83.0,85,88,90.0,,0.0,,,,8.1151495,-0.30802214,1.9326109,4.6551476,3.3227758,3.198954,6.6039777,2.878062,8.189397,1.6633542,140,228,-63
6/14/2021,33792,Tiara,Tiara,"29' 3""""",150,1,6.854093464,71.0,73,74,100.0,,0.0,,,,6.8030305,-1.5744292,2.8249953,3.7745745,3.1537027,3.669033,7.0370235,4.5149035,7.575818,3.2376552,140,214,-49
6/14/2021,33793,Scarlett ,Tiara,"29' 3""""",150,2,12.30869002,79.0,81,83,100.0,,0.0,,,,7.1066074,-1.8976166,3.0894425,3.8608634,3.18583,3.8224134,6.785358,4.631051,7.637992,3.1247737,140,223,-58
6/14/2021,33794,Tiara,Tiara,"35' 9""""",150,2,7.642744386,69.0,70,72,100.0,,0.0,,,,8.000904,-0.7194529,2.0133944,3.8548899,2.7211077,3.390392,6.7795753,3.7401872,7.7103205,2.3060324,140,212,-47
6/14/2021,33795,IAC600,Tiara,"35' 9""""",150,2,6.871300393,,65,67,100.0,,0.0,,,,8.780874,0.029087754,1.7194301,4.3844748,2.5834644,3.3486335,6.130437,3.0500503,8.047426,2.0210266,140,207,-42
6/14/2021,33796,Sierra,Tiara,"29' 3""""",150,2,8.540372525,83.0,85,88,90.0,,0.0,,,,7.9897757,0.060195033,2.224379,4.5292864,3.1060774,3.5773034,6.470136,3.056224,8.308626,1.6398345,140,228,-63
6/14/2021,33797,Sierra,Tiara,"29' 3""""",150,2,8.537504704,83.0,85,88,100.0,,0.0,,,,8.775811,-0.07207026,1.6506481,4.622682,2.97498,3.1986659,6.2210937,3.0060468,8.190238,1.712244,140,228,-63
6/14/2021,33798,IAC600,Tiara,"35' 9""""",150,2,6.79100139,,66,69,99.0,,0.0,,,,8.678061,0.26183593,1.7867992,4.6589484,3.0360715,3.4230263,6.145797,2.9301505,8.160426,2.0217683,140,209,-44
6/14/2021,33799,Tiara,Tiara,"35' 9""""",150,2,7.175289476,69.0,71,74,99.0,,0.0,,,,6.3541727,-2.1564386,3.511485,3.4949095,3.0871508,3.812223,6.6447134,4.0905585,6.942575,3.272321,140,214,-49
6/14/2021,33800,Scarlett ,Tiara,"29' 3""""",150,2,13.57339932,80.0,82,84,99.0,,0.0,,,,8.8404455,-0.08898466,1.4708469,4.6664224,3.041303,3.0589225,5.9945073,3.1705863,7.866091,2.022847,140,224,-59
6/14/2021,33801,IAC600,Tiara,"29' 3""""",150,3,7.96967604,,66,68,100.0,,0.0,,,,7.4559374,-0.94232255,2.297852,4.133417,3.378053,3.230026,6.733991,3.4474447,7.6886244,2.186197,140,208,-43
6/14/2021,33802,Scarlett ,Tiara,"35' 9""""",150,3,13.56766367,79.0,80,82,95.0,,0.0,,,,8.223136,-0.5021947,1.6803182,4.164414,3.0322077,3.1666672,6.5335517,3.2893553,7.8212347,2.1548834,140,222,-57
6/14/2021,33803,Tiara,Tiara,"35' 9""""",150,3,5.05023372,69.0,71,74,95.0,,0.0,,,,8.734669,0.27728763,2.084922,4.642569,2.6736395,3.6391947,6.0182157,2.9478817,8.313586,2.0526223,140,214,-49
6/14/2021,33804,Tiara,Tiara,"29' 3""""",150,3,7.966808219,70.0,71,74,100.0,,0.0,,,,7.4520874,-0.883966,2.7173078,3.8649457,2.8917148,3.6780074,6.82705,3.9850957,7.79872,2.5106442,140,214,-49
6/14/2021,33805,Sierra,Tiara,"29' 3""""",150,3,8.841493786,83.0,85,88,99.0,,0.0,,,,6.590477,-1.573327,3.4556096,3.6176646,3.010052,3.8406212,6.7807236,4.081712,7.2415543,2.8187773,140,228,-63
6/14/2021,33806,Sierra,Tiara,"35' 9""""",150,3,7.768928533,81.0,83,86,99.0,,0.0,,,,6.6860356,-1.4423518,3.3279676,3.7580278,3.0597715,3.7925906,6.7934203,4.190002,7.4608345,2.7887719,140,226,-61
6/14/2021,33807,IAC600,Tiara,"35' 9""""",150,3,5.824545534,,66,68,100.0,,0.0,,,,6.328267,-1.9154058,3.1048145,3.507186,3.2876523,3.580106,7.1726255,4.2521996,7.4147253,2.999497,140,208,-43
6/14/2021,33808,Scarlett ,Tiara,"29' 3""""",150,3,12.24559795,80.0,82,84,100.0,,0.0,,,,6.449569,-2.407426,2.832155,3.5690784,3.3929448,3.7432516,6.5953517,4.666164,6.7786407,3.2141352,140,224,-59
6/14/2021,33809,Sierra,Tiara,"48' 9""""",200,1,7.955336933,84.0,86,88,95.0,,0.0,,,,8.876073,0.2673137,1.9819049,4.742424,2.8142223,3.4036705,6.0901113,2.768078,8.527185,1.5250704,140,228,-63
6/14/2021,33810,IAC600,Tiara,"55' 3""""",200,1,6.785265747,,66,69,100.0,,0.0,,,,8.891868,0.10921069,1.5758814,4.7932553,2.8306055,2.9691231,5.788413,2.7125752,8.262848,1.6727471,140,209,-44
6/14/2021,33811,Tiara,Tiara,"55' 3""""",200,1,6.707834566,72.0,74,77,95.0,,0.0,,,,8.911051,0.26951066,1.757513,4.6922946,2.86989,3.3809266,5.9876165,2.5139334,8.5135355,1.7203885,140,217,-52
6/14/2021,33812,Sierra,Tiara,"48' 9""""",200,1,7.158082546,84.0,86,88,100.0,,0.0,,,,9.233114,0.48314923,1.7831355,4.851433,2.870969,3.5541317,5.688779,2.856915,8.428323,1.9106107,140,228,-63
6/14/2021,33813,Tiara,Tiara,"48' 9""""",200,1,6.773794461,72.0,73,76,99.0,,0.0,,,,7.897244,-0.66513336,2.191036,3.94379,2.87512,3.5338664,6.9448576,3.5735629,8.09585,1.9090059,140,216,-51
6/14/2021,33814,Scarlett ,Tiara,"55' 3""""",200,1,11.47702178,82.0,84,86,100.0,,0.0,,,,8.556615,-0.4815781,1.6888592,4.374751,2.895378,3.1350732,6.464219,3.3009403,8.077032,1.7363654,140,226,-61
6/14/2021,33815,Scarlett ,Tiara,"55' 3""""",200,1,11.42826881,82.0,84,86,100.0,,0.0,,,,7.017467,-1.7924997,2.54708,3.9665887,3.2676091,3.706874,6.8980103,4.5404534,7.5068207,2.7733836,140,226,-61
6/14/2021,33816,IAC600,Tiara,"48' 9""""",200,1,5.944994038,,66,68,100.0,,0.0,,,,6.338632,-2.0565014,2.75912,3.6663563,3.1286087,3.5994282,6.7378273,4.402415,7.4631405,3.5867548,140,208,-43
6/14/2021,33817,Sierra,Tiara,"48' 9""""",200,2,8.465809166,83.0,85,87,95.0,,0.0,,,,8.119846,0.08739689,2.3416219,4.5173974,2.900976,3.6783319,6.3605537,3.1525474,8.327987,1.7564721,140,227,-62
6/14/2021,33818,Scarlett ,Tiara,"55' 3""""",200,2,12.52090881,82.0,84,86,100.0,,0.0,,,,7.705809,-1.0105232,2.3538175,3.8394463,2.9649696,3.6001015,6.7166266,4.340688,7.628415,2.6120534,140,226,-61
6/14/2021,33819,Scarlett ,Tiara,"55' 3""""",200,2,13.5848706,82.0,84,86,99.0,,0.0,,,,8.8522215,0.029523743,1.5014205,4.5794168,2.8015475,3.1098962,6.003972,2.7627757,8.053002,1.9895955,140,226,-61
6/14/2021,33820,Tiara,Tiara,"48' 9""""",200,2,7.031898399,71.0,73,76,95.0,,0.0,,,,8.569227,0.2068299,2.0124083,4.6063676,2.8584883,3.5053911,6.1695714,2.7888253,8.425939,1.7818228,140,216,-51
6/14/2021,33821,IAC600,Tiara,"48' 9""""",200,2,6.269057871,,66,68,100.0,,0.0,,,,7.9025264,-0.84113467,1.905892,3.9831285,3.049665,3.1650283,6.83805,3.1666217,7.8490915,2.1833832,140,208,-43
6/14/2021,33822,IAC600,Tiara,"55' 3""""",200,2,6.091252936,,67,70,100.0,,0.0,,,,6.4094625,-2.0358498,3.1923454,3.6644459,3.0204082,3.513468,6.738071,4.352526,6.701397,3.1519089,140,210,-45
6/14/2021,33823,Sierra,Tiara,"55' 3""""",200,2,8.124538403,83.0,85,87,99.0,,0.0,,,,8.268678,-0.069132656,1.8718584,4.564157,3.31508,3.3002756,6.359588,2.7740943,8.342873,1.6772451,140,227,-62
6/14/2021,33824,Tiara,Tiara,"48' 9""""",200,2,7.393243912,70.0,72,74,100.0,,0.0,,,,6.9531536,-1.2847579,2.6542075,3.90472,3.168992,3.3712564,6.987496,3.8147767,7.5661592,2.4285972,140,214,-49
6/14/2021,33825,Sierra,Tiara,"48' 9""""",200,3,8.090124545,82.0,84,86,100.0,,0.0,,,,6.866305,-1.2100259,3.0042822,3.7478528,3.0303555,3.5732555,7.0486627,3.998964,7.6616483,2.6232295,140,226,-61
6/14/2021,33826,IAC600,Tiara,"55' 3""""",200,3,6.971674147,,65,67,100.0,,0.0,,,,6.3962297,-1.8569112,3.1916072,3.553137,2.947209,3.6157682,7.1170964,4.189272,7.589634,3.2701664,140,207,-42
6/14/2021,33827,Sierra,Tiara,"55' 3""""",200,3,8.614935885,83.0,85,87,99.0,,0.0,,,,7.7855988,-0.33827612,2.4324722,4.2360954,3.0901637,3.7276888,6.6590505,3.6325884,8.134117,1.9871343,140,227,-62
6/14/2021,33828,Scarlett ,Tiara,"48' 9""""",200,3,12.72165632,80.0,82,84,100.0,,0.0,,,,7.1440644,-1.1283021,2.876118,3.783032,2.9647722,3.7915175,6.8370233,4.331101,7.82548,2.9080424,140,224,-59
6/14/2021,33829,Scarlett ,Tiara,"48' 9""""",200,3,12.89659343,80.0,82,84,100.0,,0.0,,,,8.027376,-0.4380686,2.2895808,3.9936016,2.5432913,3.697178,6.6576066,3.8709118,7.8854723,2.2508307,140,224,-59
6/14/2021,33830,Tiara,Tiara,"55' 3""""",200,3,6.854093464,71.0,72,74,95.0,,0.0,,,,8.001168,-0.394898,1.9146032,4.263173,3.1312182,3.3070102,6.8457136,3.1481066,8.1380005,1.7026298,140,214,-49
6/14/2021,33831,Tiara,Tiara,"55' 3""""",200,3,7.246985014,70.0,72,74,95.0,,0.0,,,,8.64312,-0.39947578,1.7122672,4.3685765,3.0010533,3.2763188,6.5605493,3.4050508,8.056018,1.7032698,140,214,-49
6/14/2021,33832,IAC600,Tiara,"48' 9""""",200,3,6.627535563,,65,67,100.0,,0.0,,,,6.3983383,-1.6890187,3.324809,3.5007043,3.1520073,3.7085266,6.7783785,4.297746,7.255907,3.0313318,140,207,-42
6/14/2021,35148,Santee Gold ,Santee_Gold,"9' 9""""",75,1,10.55358324,86.0,88,90,99.0,,0.0,,,,8.392898,-0.3879052,1.7329714,4.60982,3.1477983,3.0685818,6.4203677,3.5052757,7.986714,1.4038607,140,230,-65
6/14/2021,35149,Carolina Gold ,Santee_Gold,"16' 3""""",75,1,5.993747004,84.0,86,88,99.0,,0.0,,,,7.860844,-0.91055477,2.1391118,4.0526505,3.2972736,3.6292877,6.7994566,4.1279035,7.9101543,1.9590198,140,228,-63
6/14/2021,35150,Charleston Gold ,Santee_Gold,"16' 3""""",75,1,12.839237,78.0,81,83,95.0,,0.0,,,,9.225758,0.554637,1.5996186,5.026219,3.055952,3.3292897,5.5097775,2.8081877,8.393602,1.8793947,140,223,-58
6/14/2021,35151,RoyJ ,Santee_Gold,"9' 9""""",75,1,14.23013045,76.0,79,85,99.0,,0.0,,,,8.888068,0.27974483,1.8584676,4.7223287,2.9425988,3.66141,6.014869,3.1110272,8.284462,2.041207,140,225,-60
6/14/2021,35152,Santee Gold ,Santee_Gold,"9' 9""""",75,1,10.05745012,86.0,88,90,99.0,,0.0,,,,8.635555,0.29602307,1.7191956,4.8646026,3.1321368,3.237491,5.968656,2.6907,8.085908,1.893079,140,230,-65
6/14/2021,35153,Carolina Gold ,Santee_Gold,"16' 3""""",75,1,6.297736087,84.0,86,88,100.0,,0.0,,,,7.3450875,-1.6832017,2.421389,3.8358107,3.3178997,3.4917264,6.9785447,4.4317245,7.628713,2.648948,140,228,-63
6/14/2021,35154,Charleston Gold ,Santee_Gold,"16' 3""""",75,1,13.9175379,76.0,78,82,100.0,,5.0,,,,6.314702,-2.1711676,3.2625234,3.6726983,3.3937984,3.5978632,6.545138,4.6732693,6.682805,3.403561,140,222,-57
6/14/2021,35155,RoyJ ,Santee_Gold,"9' 9""""",75,1,14.62588982,75.0,77,82,100.0,,0.0,,,,6.571293,-2.0132961,3.0744069,3.5063004,3.1376848,3.709825,6.935481,4.1735883,7.3035464,3.5139472,140,222,-57
6/14/2021,35156,Carolina Gold ,Santee_Gold,"9' 9""""",75,2,6.727909317,85.0,87,89,99.0,,0.0,,,,8.081179,-0.9469653,1.784464,4.028907,3.2988982,3.255596,6.732156,3.7142315,7.7606845,2.1285553,140,229,-64
6/14/2021,35157,Charleston Gold ,Santee_Gold,"16' 3""""",75,2,12.33736824,77.0,79,83,100.0,,5.0,,,,6.438975,-1.9925749,3.0482588,3.6710315,2.9154797,3.4219887,6.7205377,4.097575,7.3455796,3.6234233,140,223,-58
6/14/2021,35158,Carolina Gold ,Santee_Gold,"16' 3""""",75,2,5.259584692,83.0,85,88,100.0,,2.0,,,,7.842768,-1.2025797,2.2266474,3.9098983,3.1625245,3.5944552,6.6463532,4.4258657,7.62031,2.5192971,140,228,-63
6/14/2021,35159,RoyJ ,Santee_Gold,"9' 9""""",75,2,13.67664089,76.0,79,85,85.0,,0.0,,,,8.967373,0.3907868,1.6676567,4.8495636,2.9680603,3.2762754,5.7849455,2.5966737,8.340742,2.0376835,140,225,-60
6/14/2021,35160,Santee Gold ,Santee_Gold,"9' 9""""",75,2,10.64535353,86.0,88,90,100.0,,0.0,,,,6.298944,-2.3010845,3.2397227,3.4933586,3.1605465,3.7199767,6.4176292,4.2825103,6.970174,3.6998968,140,230,-65
6/14/2021,35161,RoyJ ,Santee_Gold,"16' 3""""",75,2,13.06005926,76.0,78,83,100.0,,0.0,,,,8.039207,-0.32743838,1.9374806,4.021836,2.6617572,3.3918426,6.710392,3.551352,7.8986907,1.8350433,140,223,-58
6/14/2021,35162,Santee Gold ,Santee_Gold,"16' 3""""",75,2,10.12341001,86.0,88,90,99.0,,0.0,,,,7.237178,-1.0229968,2.527591,4.008621,3.3204956,3.3142653,6.8743496,3.834959,7.648456,2.2534654,140,230,-65
6/14/2021,35163,Charleston Gold ,Santee_Gold,"9' 9""""",75,2,11.7064475,76.0,78,82,100.0,,1.0,,,,6.3633375,-2.2231228,3.2817223,3.446171,3.233578,3.471928,6.293768,4.327659,6.9830594,3.5992832,140,222,-57
6/14/2021,35164,Carolina Gold ,Santee_Gold,"9' 9""""",75,3,5.489010414,84.0,86,88,100.0,,0.0,,,,8.137388,-0.788022,2.2837706,3.9985805,2.8722253,3.656365,6.5908146,4.304329,7.5969877,2.4531207,140,228,-63
6/14/2021,35165,RoyJ ,Santee_Gold,"16' 3""""",75,3,12.45494892,76.0,78,83,95.0,,0.0,,,,7.0490026,-1.2576383,3.073359,3.6289542,3.2523298,3.3770573,6.9019513,4.07528,7.485629,2.9251359,140,223,-58
6/14/2021,35166,Charleston Gold ,Santee_Gold,"16' 3""""",75,3,11.95308015,76.0,79,82,100.0,,0.0,,,,6.2386675,-2.2248878,3.2512095,3.6619785,3.1920173,3.2917142,6.4083405,4.4432178,6.7386136,3.4156997,140,222,-57
6/14/2021,35167,Santee Gold ,Santee_Gold,"9' 9""""",75,3,11.02964162,85.0,87,90,100.0,,0.0,,,,7.8288555,-0.88769627,2.5368636,3.9983246,3.0158918,3.8580542,6.784168,4.319095,7.7624154,2.4664505,140,230,-65
6/14/2021,35168,RoyJ ,Santee_Gold,"9' 9""""",75,3,13.96629087,74.0,77,82,99.0,,0.0,,,,8.269268,-0.89462596,1.734674,3.8849514,3.0224702,3.27959,6.729204,3.8733912,7.650568,2.363777,140,222,-57
6/14/2021,35169,Charleston Gold ,Santee_Gold,"16' 3""""",75,3,11.4139297,76.0,79,82,99.0,,10.0,,,,6.739268,-1.7384253,3.477326,3.4701653,3.1860416,3.834616,6.564664,4.2033114,7.4334507,3.3273752,140,222,-57
6/14/2021,35170,Santee Gold ,Santee_Gold,"16' 3""""",75,3,11.20744655,85.0,87,90,100.0,,0.0,,,,6.05509,-2.495015,3.0972476,3.5817747,3.1870487,3.6938035,6.7095456,4.435358,6.535969,3.3961987,140,230,-65
6/14/2021,35171,Carolina Gold ,Santee_Gold,"9' 9""""",75,3,6.670552886,84.0,86,88,100.0,,0.0,,,,6.5752273,-2.228685,2.959064,3.728092,3.3400455,3.5309536,6.7083654,4.4369774,6.717026,3.447697,140,228,-63
6/14/2021,35172,Carolina Gold ,Santee_Gold,"29' 3""""",150,1,4.574175345,86.0,88,89,99.0,,80.0,,,,7.663727,-1.4166534,2.302347,3.920643,3.4187827,3.5757227,6.850974,4.3957405,7.65796,2.3257294,140,229,-64
6/14/2021,35173,Charleston Gold ,Santee_Gold,"35' 9""""",150,1,9.524035311,83.0,85,87,99.0,,50.0,,,,9.0718,0.3814125,1.6405821,4.9085593,2.9353402,3.196718,5.654965,2.7087364,8.201378,1.7982001,140,227,-62
6/14/2021,35174,RoyJ ,Santee_Gold,"35' 9""""",150,1,16.79683072,86.0,88,90,95.0,,0.0,,,,7.8744154,-0.40153775,1.9226068,4.4817553,3.320705,3.2443666,6.6369724,3.2783523,7.978427,1.6790591,140,230,-65
6/14/2021,35175,Carolina Gold ,Santee_Gold,"29' 3""""",150,1,6.415316769,85.0,87,89,100.0,,70.0,,,,8.241356,-0.9429142,2.0077345,3.9674656,3.1384757,3.7235088,6.7010407,4.2989626,7.8630877,2.2465367,140,229,-64
6/14/2021,35176,Santee Gold ,Santee_Gold,"29' 3""""",150,1,10.44460602,88.0,90,92,100.0,,0.0,,,,8.327334,-0.8885412,1.7387792,4.2596574,3.379613,3.170465,6.619163,3.8087144,7.8023543,1.6702306,140,232,-67
6/14/2021,35177,Charleston Gold ,Santee_Gold,"35' 9""""",150,1,9.231517515,82.0,84,86,100.0,,60.0,,,,8.02967,-0.85477453,1.900338,4.0894036,3.3291216,3.4671926,6.8233027,4.0777316,7.8298573,1.912122,140,226,-61
6/14/2021,35178,RoyJ ,Santee_Gold,"35' 9""""",150,1,17.85218904,85.0,87,89,100.0,,0.0,,,,6.2282486,-2.3421257,3.4741037,3.5390987,3.174138,3.6612372,6.4176564,4.320868,6.7140355,3.5347853,140,229,-64
6/14/2021,35179,Santee Gold ,Santee_Gold,"29' 3""""",150,1,9.825156572,88.0,90,92,95.0,,0.0,,,,8.164269,-0.6009007,1.7744249,4.1794825,3.279325,3.3195877,6.86469,3.4581704,8.072263,1.6919088,140,232,-67
6/14/2021,35180,Carolina Gold ,Santee_Gold,"29' 3""""",150,2,4.869560963,86.0,88,89,95.0,,60.0,,,,9.100096,-0.10175703,1.4192283,4.786845,2.9184167,3.0617619,6.0706224,3.1285036,8.140599,1.7429868,140,229,-64
6/14/2021,35181,Charleston Gold ,Santee_Gold,"35' 9""""",150,2,9.549845705,82.0,84,86,99.0,,50.0,,,,6.9982843,-1.219993,2.6301706,3.8716397,3.077304,3.3768601,7.091037,3.7671487,7.6169086,2.6698942,140,226,-61
6/14/2021,35182,Carolina Gold ,Santee_Gold,"35' 9""""",150,2,5.271055978,85.0,87,88,100.0,,60.0,,,,7.5105124,-1.4672444,2.2981086,3.8110678,3.270573,3.6723504,6.7290087,4.4797306,7.573927,2.5938718,140,228,-63
6/14/2021,35183,RoyJ ,Santee_Gold,"29' 3""""",150,2,16.67064657,85.0,87,89,100.0,,0.0,,,,7.478615,-0.8655893,2.6861916,3.8994682,2.9262462,3.664099,6.6604342,4.0817327,7.777816,2.635495,140,229,-64
6/14/2021,35184,Santee Gold ,Santee_Gold,"29' 3""""",150,2,9.908323397,85.0,88,90,100.0,,0.0,,,,6.6414485,-1.874547,3.5436773,3.6613684,3.0275264,3.9275749,6.7577243,4.171554,7.460397,3.2358842,140,230,-65
